,pid,age,hh_income,sex,employment,day,hh_zone,access_egress_distance,vehicles
33534,nts202301037704,68-75,22316-32118,female,retired,friday,urban,≤3.376,1
33535,nts202301037705,68-75,22316-32118,female,retired,saturday,urban,≤3.376,1
33536,nts202301037706,68-75,22316-32118,female,retired,sunday,urban,≤3.376,1
33537,nts202301037801,54-61,44107-68887,female,retired,tuesday,rural,5.8-9.15862,1
33538,nts202301037803,54-61,44107-68887,female,retired,thursday,rural,5.8-9.15862,1
33539,nts202301037804,54-61,44107-68887,female,retired,friday,rural,5.8-9.15862,1
33540,nts202301037805,54-61,44107-68887,female,retired,saturday,rural,5.8-9.15862,1
33541,nts202301037806,54-61,44107-68887,female,retired,sunday,rural,5.8-9.15862,1
33542,nts202301037807,54-61,44107-68887,female,retired,monday,rural,5.8-9.15862,1
33543,nts202301037901,68-75,44107-68887,male,retired,tuesday,rural,5.8-9.15862,1
33544,nts202301037902,68-75,44107-68887,male,retired,wednesday,rural,5.8-9.15862,1
33545,nts202301037903,68-75,44107-68887,male,retired,thursday,rural,5.8-9.15862,1
33546,nts202301037904,68-75,44107-68887,male,retired,friday,rural,5.8-9.15862,1
33547,nts202301037905,68-75,44107-68887,male,retired,saturday,rural,5.8-9.15862,1
33548,nts202301037906,68-75,44107-68887,male,retired,sunday,rural,5.8-9.15862,1
33549,nts202301037907,68-75,44107-68887,male,retired,monday,rural,5.8-9.15862,1
33550,nts202301038001,32-40,32118-44107,female,ft-employed,thursday,rural,5.8-9.15862,1
33551,nts202301038101,>75,22316-32118,male,retired,monday,rural,≤3.376,1
33552,nts202301038102,>75,22316-32118,male,retired,tuesday,rural,≤3.376,1
33553,nts202301038103,>75,22316-32118,male,retired,wednesday,rural,≤3.376,1
33554,nts202301038104,>75,22316-32118,male,retired,thursday,rural,≤3.376,1
33555,nts202301038105,>75,22316-32118,male,retired,friday,rural,≤3.376,1
33556,nts202301038201,>75,22316-32118,female,retired,monday,rural,5.8-9.15862,1
33557,nts202301038202,>75,22316-32118,female,retired,tuesday,rural,5.8-9.15862,1
33558,nts202301038203,>75,22316-32118,female,retired,wednesday,rural,5.8-9.15862,1
33559,nts202301038204,>75,22316-32118,female,retired,thursday,rural,5.8-9.15862,1
33560,nts202301038205,>75,22316-32118,female,retired,friday,rural,5.8-9.15862,1
33561,nts202301038301,68-75,22316-32118,male,retired,thursday,rural,3.376-5.8,1
33562,nts202301038302,68-75,22316-32118,male,retired,friday,rural,3.376-5.8,1
33563,nts202301038303,68-75,22316-32118,male,retired,saturday,rural,3.376-5.8,1
33564,nts202301038304,68-75,22316-32118,male,retired,sunday,rural,3.376-5.8,1
33565,nts202301038305,68-75,22316-32118,male,retired,monday,rural,3.376-5.8,1
33566,nts202301038306,68-75,22316-32118,male,retired,tuesday,rural,3.376-5.8,1
33567,nts202301038401,61-68,22316-32118,female,retired,thursday,rural,≤3.376,1
33568,nts202301038402,61-68,22316-32118,female,retired,friday,rural,≤3.376,1
33569,nts202301038403,61-68,22316-32118,female,retired,saturday,rural,≤3.376,1
33570,nts202301038404,61-68,22316-32118,female,retired,sunday,rural,≤3.376,1
33571,nts202301038405,61-68,22316-32118,female,retired,monday,rural,≤3.376,1
33572,nts202301038406,61-68,22316-32118,female,retired,tuesday,rural,≤3.376,1
33573,nts202301038407,61-68,22316-32118,female,retired,wednesday,rural,≤3.376,1
33574,nts202301038801,54-61,22316-32118,male,retired,monday,rural,9.15862-15.8,1
33575,nts202301038802,54-61,22316-32118,male,retired,tuesday,rural,9.15862-15.8,1
33576,nts202301038803,54-61,22316-32118,male,retired,wednesday,rural,9.15862-15.8,1
33577,nts202301038804,54-61,22316-32118,male,retired,thursday,rural,9.15862-15.8,1
33578,nts202301038805,54-61,22316-32118,male,retired,friday,rural,9.15862-15.8,1
33579,nts202301038901,54-61,32118-44107,female,ft-employed,tuesday,rural,5.8-9.15862,1
33580,nts202301038902,54-61,32118-44107,female,ft-employed,wednesday,rural,5.8-9.15862,1
33581,nts202301038903,54-61,32118-44107,female,ft-employed,thursday,rural,5.8-9.15862,1
33582,nts202301038904,54-61,32118-44107,female,ft-employed,friday,rural,5.8-9.15862,1
33583,nts202301038905,54-61,32118-44107,female,ft-employed,saturday,rural,5.8-9.15862,1
33584,nts202301038906,54-61,32118-44107,female,ft-employed,sunday,rural,5.8-9.15862,1
33585,nts202301038907,54-61,32118-44107,female,ft-employed,monday,rural,5.8-9.15862,1
33586,nts202301039001,54-61,44107-68887,male,ft-employed,thursday,suburban,5.8-9.15862,1
33587,nts202301039002,54-61,44107-68887,male,ft-employed,friday,suburban,5.8-9.15862,1
33588,nts202301039003,54-61,44107-68887,male,ft-employed,saturday,suburban,5.8-9.15862,1
33589,nts202301039101,32-40,44107-68887,female,pt-employed,saturday,suburban,>15.8,2
33590,nts202301039201,48-54,44107-68887,male,ft-employed,saturday,suburban,9.15862-15.8,2
33591,nts202301039301,≤10,44107-68887,female,unknown,saturday,suburban,>15.8,2
33592,nts202301039601,61-68,32118-44107,male,retired,wednesday,rural,9.15862-15.8,2
33593,nts202301039602,61-68,32118-44107,male,retired,thursday,rural,9.15862-15.8,2
33594,nts202301039603,61-68,32118-44107,male,retired,friday,rural,9.15862-15.8,2
33595,nts202301039604,61-68,32118-44107,male,retired,saturday,rural,9.15862-15.8,2
33596,nts202301039605,61-68,32118-44107,male,retired,sunday,rural,9.15862-15.8,2
33597,nts202301039606,61-68,32118-44107,male,retired,monday,rural,9.15862-15.8,2
33598,nts202301039607,61-68,32118-44107,male,retired,tuesday,rural,9.15862-15.8,2
33599,nts202301039701,54-61,32118-44107,female,ft-employed,wednesday,rural,9.15862-15.8,2
33600,nts202301039702,54-61,32118-44107,female,ft-employed,thursday,rural,9.15862-15.8,2
33601,nts202301039703,54-61,32118-44107,female,ft-employed,friday,rural,9.15862-15.8,2
33602,nts202301039704,54-61,32118-44107,female,ft-employed,saturday,rural,9.15862-15.8,2
33603,nts202301039705,54-61,32118-44107,female,ft-employed,sunday,rural,9.15862-15.8,2
33604,nts202301039706,54-61,32118-44107,female,ft-employed,monday,rural,9.15862-15.8,2
33605,nts202301039801,21-32,32118-44107,female,ft-employed,wednesday,rural,>15.8,2
33606,nts202301039802,21-32,32118-44107,female,ft-employed,thursday,rural,>15.8,2
33607,nts202301039803,21-32,32118-44107,female,ft-employed,friday,rural,>15.8,2
33608,nts202301039804,21-32,32118-44107,female,ft-employed,saturday,rural,>15.8,2
33609,nts202301039805,21-32,32118-44107,female,ft-employed,sunday,rural,>15.8,2
33610,nts202301039806,21-32,32118-44107,female,ft-employed,monday,rural,>15.8,2
33611,nts202301039901,32-40,44107-68887,male,ft-employed,friday,rural,5.8-9.15862,2
33612,nts202301039902,32-40,44107-68887,male,ft-employed,saturday,rural,5.8-9.15862,2
33613,nts202301039904,32-40,44107-68887,male,ft-employed,monday,rural,5.8-9.15862,2
33614,nts202301039905,32-40,44107-68887,male,ft-employed,tuesday,rural,5.8-9.15862,2
33615,nts202301039906,32-40,44107-68887,male,ft-employed,wednesday,rural,5.8-9.15862,2
33616,nts202301039907,32-40,44107-68887,male,ft-employed,thursday,rural,5.8-9.15862,2
33617,nts202301040001,21-32,44107-68887,male,ft-employed,friday,rural,9.15862-15.8,2
33618,nts202301040002,21-32,44107-68887,male,ft-employed,saturday,rural,9.15862-15.8,2
33619,nts202301040003,21-32,44107-68887,male,ft-employed,sunday,rural,9.15862-15.8,2
33620,nts202301040004,21-32,44107-68887,male,ft-employed,monday,rural,9.15862-15.8,2
33621,nts202301040005,21-32,44107-68887,male,ft-employed,tuesday,rural,9.15862-15.8,2
33622,nts202301040006,21-32,44107-68887,male,ft-employed,wednesday,rural,9.15862-15.8,2
33623,nts202301040101,54-61,>68887,male,ft-employed,monday,urban,>15.8,1
33624,nts202301040102,54-61,>68887,male,ft-employed,tuesday,urban,>15.8,1
33625,nts202301040103,54-61,>68887,male,ft-employed,wednesday,urban,>15.8,1
33626,nts202301040201,54-61,>68887,female,retired,monday,urban,≤3.376,1
33627,nts202301040202,54-61,>68887,female,retired,tuesday,urban,≤3.376,1
33628,nts202301040203,54-61,>68887,female,retired,wednesday,urban,≤3.376,1
33629,nts202301040601,61-68,32118-44107,female,other,friday,urban,≤3.376,0
33630,nts202301040602,61-68,32118-44107,female,other,saturday,urban,≤3.376,0
33631,nts202301040604,61-68,32118-44107,female,other,monday,urban,≤3.376,0
33632,nts202301040605,61-68,32118-44107,female,other,tuesday,urban,≤3.376,0
33633,nts202301040701,40-48,32118-44107,male,other,friday,urban,≤3.376,0
33634,nts202301040702,40-48,32118-44107,male,other,saturday,urban,≤3.376,0
33635,nts202301040703,40-48,32118-44107,male,other,sunday,urban,≤3.376,0
33636,nts202301040705,40-48,32118-44107,male,other,tuesday,urban,≤3.376,0
33637,nts202301040706,40-48,32118-44107,male,other,wednesday,urban,≤3.376,0
33638,nts202301040901,32-40,32118-44107,female,other,friday,urban,≤3.376,0
33639,nts202301040902,32-40,32118-44107,female,other,saturday,urban,≤3.376,0
33640,nts202301040903,32-40,32118-44107,female,other,sunday,urban,≤3.376,0
33641,nts202301041101,21-32,>68887,male,ft-employed,thursday,urban,5.8-9.15862,2
33642,nts202301041102,21-32,>68887,male,ft-employed,friday,urban,5.8-9.15862,2
33643,nts202301041103,21-32,>68887,male,ft-employed,saturday,urban,5.8-9.15862,2
33644,nts202301041104,21-32,>68887,male,ft-employed,sunday,urban,5.8-9.15862,2
33645,nts202301041105,21-32,>68887,male,ft-employed,monday,urban,5.8-9.15862,2
33646,nts202301041106,21-32,>68887,male,ft-employed,tuesday,urban,5.8-9.15862,2
33647,nts202301041201,21-32,>68887,female,pt-employed,thursday,urban,5.8-9.15862,2
33648,nts202301041202,21-32,>68887,female,pt-employed,friday,urban,5.8-9.15862,2
33649,nts202301041203,21-32,>68887,female,pt-employed,saturday,urban,5.8-9.15862,2
33650,nts202301041204,21-32,>68887,female,pt-employed,sunday,urban,5.8-9.15862,2
33651,nts202301041205,21-32,>68887,female,pt-employed,monday,urban,5.8-9.15862,2
33652,nts202301041206,21-32,>68887,female,pt-employed,tuesday,urban,5.8-9.15862,2
33653,nts202301041301,≤10,>68887,male,unknown,thursday,urban,≤3.376,2
33654,nts202301041302,≤10,>68887,male,unknown,friday,urban,≤3.376,2
33655,nts202301041303,≤10,>68887,male,unknown,saturday,urban,≤3.376,2
33656,nts202301041304,≤10,>68887,male,unknown,sunday,urban,≤3.376,2
33657,nts202301041305,≤10,>68887,male,unknown,monday,urban,≤3.376,2
33658,nts202301041306,≤10,>68887,male,unknown,tuesday,urban,≤3.376,2
33659,nts202301041401,≤10,>68887,female,unknown,thursday,urban,3.376-5.8,2
33660,nts202301041402,≤10,>68887,female,unknown,friday,urban,3.376-5.8,2
33661,nts202301041403,≤10,>68887,female,unknown,saturday,urban,3.376-5.8,2
33662,nts202301041404,≤10,>68887,female,unknown,sunday,urban,3.376-5.8,2
33663,nts202301041405,≤10,>68887,female,unknown,monday,urban,3.376-5.8,2
33664,nts202301041406,≤10,>68887,female,unknown,tuesday,urban,3.376-5.8,2
33665,nts202301041601,32-40,22316-32118,male,ft-employed,tuesday,urban,>15.8,1
33666,nts202301041602,32-40,22316-32118,male,ft-employed,wednesday,urban,>15.8,1
33667,nts202301041603,32-40,22316-32118,male,ft-employed,thursday,urban,>15.8,1
33668,nts202301041606,32-40,22316-32118,male,ft-employed,sunday,urban,>15.8,1
33669,nts202301041607,32-40,22316-32118,male,ft-employed,monday,urban,>15.8,1
33670,nts202301041701,32-40,22316-32118,female,ft-employed,tuesday,urban,>15.8,1
33671,nts202301041703,32-40,22316-32118,female,ft-employed,thursday,urban,>15.8,1
33672,nts202301041706,32-40,22316-32118,female,ft-employed,sunday,urban,>15.8,1
33673,nts202301041801,61-68,22316-32118,female,ft-employed,tuesday,urban,≤3.376,1
33674,nts202301041901,10-21,22316-32118,male,pt-employed,tuesday,urban,≤3.376,1
33675,nts202301041902,10-21,22316-32118,male,pt-employed,wednesday,urban,≤3.376,1
33676,nts202301041903,10-21,22316-32118,male,pt-employed,thursday,urban,≤3.376,1
33677,nts202301041904,10-21,22316-32118,male,pt-employed,friday,urban,≤3.376,1
33678,nts202301041905,10-21,22316-32118,male,pt-employed,saturday,urban,≤3.376,1
33679,nts202301041906,10-21,22316-32118,male,pt-employed,sunday,urban,≤3.376,1
33680,nts202301041907,10-21,22316-32118,male,pt-employed,monday,urban,≤3.376,1
33681,nts202301042001,10-21,22316-32118,male,pt-employed,tuesday,urban,≤3.376,1
33682,nts202301042002,10-21,22316-32118,male,pt-employed,wednesday,urban,≤3.376,1
33683,nts202301042003,10-21,22316-32118,male,pt-employed,thursday,urban,≤3.376,1
33684,nts202301042004,10-21,22316-32118,male,pt-employed,friday,urban,≤3.376,1
33685,nts202301042005,10-21,22316-32118,male,pt-employed,saturday,urban,≤3.376,1
33686,nts202301042006,10-21,22316-32118,male,pt-employed,sunday,urban,≤3.376,1
33687,nts202301042007,10-21,22316-32118,male,pt-employed,monday,urban,≤3.376,1
33688,nts202301042101,10-21,22316-32118,male,unknown,tuesday,urban,>15.8,1
33689,nts202301042102,10-21,22316-32118,male,unknown,wednesday,urban,>15.8,1
33690,nts202301042103,10-21,22316-32118,male,unknown,thursday,urban,>15.8,1
33691,nts202301042106,10-21,22316-32118,male,unknown,sunday,urban,>15.8,1
33692,nts202301042107,10-21,22316-32118,male,unknown,monday,urban,>15.8,1
33693,nts202301042201,10-21,22316-32118,female,unknown,tuesday,urban,≤3.376,1
33694,nts202301042202,10-21,22316-32118,female,unknown,wednesday,urban,≤3.376,1
33695,nts202301042203,10-21,22316-32118,female,unknown,thursday,urban,≤3.376,1
33696,nts202301042204,10-21,22316-32118,female,unknown,friday,urban,≤3.376,1
33697,nts202301042205,10-21,22316-32118,female,unknown,saturday,urban,≤3.376,1
33698,nts202301042301,>75,22316-32118,male,retired,sunday,urban,5.8-9.15862,5
33699,nts202301042302,>75,22316-32118,male,retired,monday,urban,5.8-9.15862,5
33700,nts202301042304,>75,22316-32118,male,retired,wednesday,urban,5.8-9.15862,5
33701,nts202301042305,>75,22316-32118,male,retired,thursday,urban,5.8-9.15862,5
33702,nts202301042306,>75,22316-32118,male,retired,friday,urban,5.8-9.15862,5
33703,nts202301042307,>75,22316-32118,male,retired,saturday,urban,5.8-9.15862,5
33704,nts202301042401,54-61,22316-32118,female,retired,sunday,urban,>15.8,5
33705,nts202301042402,54-61,22316-32118,female,retired,monday,urban,>15.8,5
33706,nts202301042403,54-61,22316-32118,female,retired,tuesday,urban,>15.8,5
33707,nts202301042404,54-61,22316-32118,female,retired,wednesday,urban,>15.8,5
33708,nts202301042405,54-61,22316-32118,female,retired,thursday,urban,>15.8,5
33709,nts202301042407,54-61,22316-32118,female,retired,saturday,urban,>15.8,5
33710,nts202301042501,10-21,22316-32118,female,ft-employed,sunday,urban,5.8-9.15862,5
33711,nts202301042503,10-21,22316-32118,female,ft-employed,tuesday,urban,5.8-9.15862,5
33712,nts202301042504,10-21,22316-32118,female,ft-employed,wednesday,urban,5.8-9.15862,5
33713,nts202301042505,10-21,22316-32118,female,ft-employed,thursday,urban,5.8-9.15862,5
33714,nts202301042506,10-21,22316-32118,female,ft-employed,friday,urban,5.8-9.15862,5
33715,nts202301042601,21-32,22316-32118,female,other,sunday,urban,3.376-5.8,5
33716,nts202301042602,21-32,22316-32118,female,other,monday,urban,3.376-5.8,5
33717,nts202301042603,21-32,22316-32118,female,other,tuesday,urban,3.376-5.8,5
33718,nts202301042604,21-32,22316-32118,female,other,wednesday,urban,3.376-5.8,5
33719,nts202301042605,21-32,22316-32118,female,other,thursday,urban,3.376-5.8,5
33720,nts202301042701,32-40,>68887,male,ft-employed,saturday,urban,5.8-9.15862,1
33721,nts202301042702,32-40,>68887,male,ft-employed,sunday,urban,5.8-9.15862,1
33722,nts202301042703,32-40,>68887,male,ft-employed,monday,urban,5.8-9.15862,1
33723,nts202301042704,32-40,>68887,male,ft-employed,tuesday,urban,5.8-9.15862,1
33724,nts202301042705,32-40,>68887,male,ft-employed,wednesday,urban,5.8-9.15862,1
33725,nts202301042706,32-40,>68887,male,ft-employed,thursday,urban,5.8-9.15862,1
33726,nts202301042707,32-40,>68887,male,ft-employed,friday,urban,5.8-9.15862,1
33727,nts202301042801,40-48,>68887,female,pt-employed,saturday,urban,3.376-5.8,1
33728,nts202301042802,40-48,>68887,female,pt-employed,sunday,urban,3.376-5.8,1
33729,nts202301042803,40-48,>68887,female,pt-employed,monday,urban,3.376-5.8,1
33730,nts202301042804,40-48,>68887,female,pt-employed,tuesday,urban,3.376-5.8,1
33731,nts202301042805,40-48,>68887,female,pt-employed,wednesday,urban,3.376-5.8,1
33732,nts202301042901,10-21,>68887,male,unknown,saturday,urban,5.8-9.15862,1
33733,nts202301042902,10-21,>68887,male,unknown,sunday,urban,5.8-9.15862,1
33734,nts202301042903,10-21,>68887,male,unknown,monday,urban,5.8-9.15862,1
33735,nts202301042904,10-21,>68887,male,unknown,tuesday,urban,5.8-9.15862,1
33736,nts202301042905,10-21,>68887,male,unknown,wednesday,urban,5.8-9.15862,1
33737,nts202301042906,10-21,>68887,male,unknown,thursday,urban,5.8-9.15862,1
33738,nts202301042907,10-21,>68887,male,unknown,friday,urban,5.8-9.15862,1
33739,nts202301043001,10-21,>68887,male,unknown,saturday,urban,5.8-9.15862,1
33740,nts202301043002,10-21,>68887,male,unknown,sunday,urban,5.8-9.15862,1
33741,nts202301043003,10-21,>68887,male,unknown,monday,urban,5.8-9.15862,1
33742,nts202301043004,10-21,>68887,male,unknown,tuesday,urban,5.8-9.15862,1
33743,nts202301043005,10-21,>68887,male,unknown,wednesday,urban,5.8-9.15862,1
33744,nts202301043007,10-21,>68887,male,unknown,friday,urban,5.8-9.15862,1
33745,nts202301043101,40-48,>68887,male,ft-employed,friday,urban,9.15862-15.8,2
33746,nts202301043103,40-48,>68887,male,ft-employed,sunday,urban,9.15862-15.8,2
33747,nts202301043104,40-48,>68887,male,ft-employed,monday,urban,9.15862-15.8,2
33748,nts202301043203,40-48,>68887,female,ft-employed,sunday,urban,9.15862-15.8,2
33749,nts202301043204,40-48,>68887,female,ft-employed,monday,urban,9.15862-15.8,2
33750,nts202301043205,40-48,>68887,female,ft-employed,tuesday,urban,9.15862-15.8,2
33751,nts202301043301,10-21,>68887,male,unknown,friday,urban,3.376-5.8,2
33752,nts202301043302,10-21,>68887,male,unknown,saturday,urban,3.376-5.8,2
33753,nts202301043303,10-21,>68887,male,unknown,sunday,urban,3.376-5.8,2
33754,nts202301043304,10-21,>68887,male,unknown,monday,urban,3.376-5.8,2
33755,nts202301043305,10-21,>68887,male,unknown,tuesday,urban,3.376-5.8,2
33756,nts202301043306,10-21,>68887,male,unknown,wednesday,urban,3.376-5.8,2
33757,nts202301043401,≤10,>68887,female,unknown,friday,urban,3.376-5.8,2
33758,nts202301043402,≤10,>68887,female,unknown,saturday,urban,3.376-5.8,2
33759,nts202301043403,≤10,>68887,female,unknown,sunday,urban,3.376-5.8,2
33760,nts202301043501,10-21,>68887,female,student,friday,urban,9.15862-15.8,2
33761,nts202301043502,10-21,>68887,female,student,saturday,urban,9.15862-15.8,2
33762,nts202301043503,10-21,>68887,female,student,sunday,urban,9.15862-15.8,2
33763,nts202301043504,10-21,>68887,female,student,monday,urban,9.15862-15.8,2
33764,nts202301043505,10-21,>68887,female,student,tuesday,urban,9.15862-15.8,2
33765,nts202301043506,10-21,>68887,female,student,wednesday,urban,9.15862-15.8,2
33766,nts202301043601,54-61,32118-44107,male,ft-employed,tuesday,urban,>15.8,3
33767,nts202301043602,54-61,32118-44107,male,ft-employed,wednesday,urban,>15.8,3
33768,nts202301043603,54-61,32118-44107,male,ft-employed,thursday,urban,>15.8,3
33769,nts202301043604,54-61,32118-44107,male,ft-employed,friday,urban,>15.8,3
33770,nts202301043605,54-61,32118-44107,male,ft-employed,saturday,urban,>15.8,3
33771,nts202301043701,40-48,32118-44107,female,ft-employed,tuesday,urban,9.15862-15.8,3
33772,nts202301043702,40-48,32118-44107,female,ft-employed,wednesday,urban,9.15862-15.8,3
33773,nts202301043705,40-48,32118-44107,female,ft-employed,saturday,urban,9.15862-15.8,3
33774,nts202301044001,40-48,22316-32118,female,ft-employed,friday,urban,9.15862-15.8,3
33775,nts202301044002,40-48,22316-32118,female,ft-employed,saturday,urban,9.15862-15.8,3
33776,nts202301044003,40-48,22316-32118,female,ft-employed,sunday,urban,9.15862-15.8,3
33777,nts202301044004,40-48,22316-32118,female,ft-employed,monday,urban,9.15862-15.8,3
33778,nts202301044005,40-48,22316-32118,female,ft-employed,tuesday,urban,9.15862-15.8,3
33779,nts202301044006,40-48,22316-32118,female,ft-employed,wednesday,urban,9.15862-15.8,3
33780,nts202301044101,61-68,22316-32118,male,ft-employed,friday,urban,3.376-5.8,3
33781,nts202301044102,61-68,22316-32118,male,ft-employed,saturday,urban,3.376-5.8,3
33782,nts202301044103,61-68,22316-32118,male,ft-employed,sunday,urban,3.376-5.8,3
33783,nts202301044201,10-21,22316-32118,female,pt-employed,friday,urban,>15.8,3
33784,nts202301044202,10-21,22316-32118,female,pt-employed,saturday,urban,>15.8,3
33785,nts202301044203,10-21,22316-32118,female,pt-employed,sunday,urban,>15.8,3
33786,nts202301044204,10-21,22316-32118,female,pt-employed,monday,urban,>15.8,3
33787,nts202301044301,48-54,>68887,female,ft-employed,thursday,urban,3.376-5.8,1
33788,nts202301044302,48-54,>68887,female,ft-employed,friday,urban,3.376-5.8,1
33789,nts202301044304,48-54,>68887,female,ft-employed,sunday,urban,3.376-5.8,1
33790,nts202301044305,48-54,>68887,female,ft-employed,monday,urban,3.376-5.8,1
33791,nts202301044306,48-54,>68887,female,ft-employed,tuesday,urban,3.376-5.8,1
33792,nts202301044801,10-21,>68887,female,unknown,thursday,urban,5.8-9.15862,1
33793,nts202301044802,10-21,>68887,female,unknown,friday,urban,5.8-9.15862,1
33794,nts202301044804,10-21,>68887,female,unknown,sunday,urban,5.8-9.15862,1
33795,nts202301044805,10-21,>68887,female,unknown,monday,urban,5.8-9.15862,1
33796,nts202301044806,10-21,>68887,female,unknown,tuesday,urban,5.8-9.15862,1
33797,nts202301044901,61-68,22316-32118,female,retired,tuesday,suburban,>15.8,0
33798,nts202301045901,40-48,32118-44107,female,ft-employed,wednesday,suburban,≤3.376,1
33799,nts202301045902,40-48,32118-44107,female,ft-employed,thursday,suburban,≤3.376,1
33800,nts202301045903,40-48,32118-44107,female,ft-employed,friday,suburban,≤3.376,1
33801,nts202301045904,40-48,32118-44107,female,ft-employed,saturday,suburban,≤3.376,1
33802,nts202301045905,40-48,32118-44107,female,ft-employed,sunday,suburban,≤3.376,1
33803,nts202301045906,40-48,32118-44107,female,ft-employed,monday,suburban,≤3.376,1
33804,nts202301045907,40-48,32118-44107,female,ft-employed,tuesday,suburban,≤3.376,1
33805,nts202301046001,40-48,32118-44107,male,ft-employed,wednesday,suburban,≤3.376,1
33806,nts202301046002,40-48,32118-44107,male,ft-employed,thursday,suburban,≤3.376,1
33807,nts202301046003,40-48,32118-44107,male,ft-employed,friday,suburban,≤3.376,1
33808,nts202301046004,40-48,32118-44107,male,ft-employed,saturday,suburban,≤3.376,1
33809,nts202301046301,48-54,22316-32118,female,ft-employed,monday,urban,9.15862-15.8,4
33810,nts202301046302,48-54,22316-32118,female,ft-employed,tuesday,urban,9.15862-15.8,4
33811,nts202301046303,48-54,22316-32118,female,ft-employed,wednesday,urban,9.15862-15.8,4
33812,nts202301046304,48-54,22316-32118,female,ft-employed,thursday,urban,9.15862-15.8,4
33813,nts202301046305,48-54,22316-32118,female,ft-employed,friday,urban,9.15862-15.8,4
33814,nts202301046306,48-54,22316-32118,female,ft-employed,saturday,urban,9.15862-15.8,4
33815,nts202301046307,48-54,22316-32118,female,ft-employed,sunday,urban,9.15862-15.8,4
33816,nts202301046401,32-40,22316-32118,male,ft-employed,monday,urban,5.8-9.15862,4
33817,nts202301046402,32-40,22316-32118,male,ft-employed,tuesday,urban,5.8-9.15862,4
33818,nts202301046403,32-40,22316-32118,male,ft-employed,wednesday,urban,5.8-9.15862,4
33819,nts202301046404,32-40,22316-32118,male,ft-employed,thursday,urban,5.8-9.15862,4
33820,nts202301046405,32-40,22316-32118,male,ft-employed,friday,urban,5.8-9.15862,4
33821,nts202301046406,32-40,22316-32118,male,ft-employed,saturday,urban,5.8-9.15862,4
33822,nts202301046501,10-21,22316-32118,female,ft-employed,monday,urban,5.8-9.15862,4
33823,nts202301046502,10-21,22316-32118,female,ft-employed,tuesday,urban,5.8-9.15862,4
33824,nts202301046503,10-21,22316-32118,female,ft-employed,wednesday,urban,5.8-9.15862,4
33825,nts202301046504,10-21,22316-32118,female,ft-employed,thursday,urban,5.8-9.15862,4
33826,nts202301046505,10-21,22316-32118,female,ft-employed,friday,urban,5.8-9.15862,4
33827,nts202301046506,10-21,22316-32118,female,ft-employed,saturday,urban,5.8-9.15862,4
33828,nts202301046601,10-21,22316-32118,male,unknown,monday,urban,≤3.376,4
33829,nts202301046602,10-21,22316-32118,male,unknown,tuesday,urban,≤3.376,4
33830,nts202301046603,10-21,22316-32118,male,unknown,wednesday,urban,≤3.376,4
33831,nts202301046604,10-21,22316-32118,male,unknown,thursday,urban,≤3.376,4
33832,nts202301046605,10-21,22316-32118,male,unknown,friday,urban,≤3.376,4
33833,nts202301046606,10-21,22316-32118,male,unknown,saturday,urban,≤3.376,4
33834,nts202301046701,32-40,>68887,male,ft-employed,saturday,urban,>15.8,2
33835,nts202301046702,32-40,>68887,male,ft-employed,sunday,urban,>15.8,2
33836,nts202301046703,32-40,>68887,male,ft-employed,monday,urban,>15.8,2
33837,nts202301046801,21-32,>68887,female,ft-employed,saturday,urban,9.15862-15.8,2
33838,nts202301046802,21-32,>68887,female,ft-employed,sunday,urban,9.15862-15.8,2
33839,nts202301046803,21-32,>68887,female,ft-employed,monday,urban,9.15862-15.8,2
33840,nts202301046804,21-32,>68887,female,ft-employed,tuesday,urban,9.15862-15.8,2
33841,nts202301046805,21-32,>68887,female,ft-employed,wednesday,urban,9.15862-15.8,2
33842,nts202301046806,21-32,>68887,female,ft-employed,thursday,urban,9.15862-15.8,2
33843,nts202301046901,61-68,>68887,female,retired,thursday,urban,9.15862-15.8,3
33844,nts202301046902,61-68,>68887,female,retired,friday,urban,9.15862-15.8,3
33845,nts202301046905,61-68,>68887,female,retired,monday,urban,9.15862-15.8,3
33846,nts202301046906,61-68,>68887,female,retired,tuesday,urban,9.15862-15.8,3
33847,nts202301047003,61-68,>68887,male,ft-employed,saturday,urban,>15.8,3
33848,nts202301047004,61-68,>68887,male,ft-employed,sunday,urban,>15.8,3
33849,nts202301047005,61-68,>68887,male,ft-employed,monday,urban,>15.8,3
33850,nts202301047006,61-68,>68887,male,ft-employed,tuesday,urban,>15.8,3
33851,nts202301047101,>75,22316-32118,female,retired,thursday,urban,≤3.376,0
33852,nts202301047401,21-32,44107-68887,female,ft-employed,saturday,urban,≤3.376,2
33853,nts202301047402,21-32,44107-68887,female,ft-employed,sunday,urban,≤3.376,2
33854,nts202301047403,21-32,44107-68887,female,ft-employed,monday,urban,≤3.376,2
33855,nts202301047404,21-32,44107-68887,female,ft-employed,tuesday,urban,≤3.376,2
33856,nts202301047405,21-32,44107-68887,female,ft-employed,wednesday,urban,≤3.376,2
33857,nts202301047406,21-32,44107-68887,female,ft-employed,thursday,urban,≤3.376,2
33858,nts202301047407,21-32,44107-68887,female,ft-employed,friday,urban,≤3.376,2
33859,nts202301047501,21-32,44107-68887,male,ft-employed,saturday,urban,5.8-9.15862,2
33860,nts202301047602,54-61,>68887,male,ft-employed,saturday,urban,>15.8,2
